frame,landmark_index,x,y,z,visibility
0,0,0.5118275880813599,0.22350522875785828,-0.5572152137756348,0.9999117851257324
0,1,0.5279476046562195,0.21008265018463135,-0.5178689956665039,0.999755322933197
0,2,0.5395352840423584,0.21112275123596191,-0.5186043977737427,0.9997318387031555
0,3,0.5483196377754211,0.21220165491104126,-0.5185712575912476,0.999810516834259
0,4,0.4968564510345459,0.21118006110191345,-0.5184668898582458,0.9998424053192139
0,5,0.4872879385948181,0.21212592720985413,-0.5193061828613281,0.9998605251312256
0,6,0.476809561252594,0.2134672999382019,-0.5197681188583374,0.9998900890350342
0,7,0.5590077638626099,0.22164568305015564,-0.28193968534469604,0.9998693466186523
0,8,0.4679225981235504,0.22341543436050415,-0.28178849816322327,0.9997501969337463
0,9,0.5312485694885254,0.24156317114830017,-0.46256372332572937,0.9999486207962036
0,10,0.4956247806549072,0.24033313989639282,-0.46748197078704834,0.9999450445175171
0,11,0.6501873731613159,0.3263249397277832,-0.1398077756166458,0.9999924898147583
0,12,0.3871845006942749,0.3295902609825134,-0.12606281042099,0.999967098236084
0,13,0.6777326464653015,0.4456867575645447,-0.0494457483291626,0.992994487285614
0,14,0.35859888792037964,0.44856151938438416,-0.09628669917583466,0.9723712801933289
0,15,0.6847913861274719,0.5564382672309875,-0.27072253823280334,0.995945394039154
0,16,0.32125186920166016,0.557388424873352,-0.33585256338119507,0.98837810754776
0,17,0.6909592747688293,0.5941234827041626,-0.3357311487197876,0.9927833080291748
0,18,0.3139370083808899,0.5918626189231873,-0.41365548968315125,0.9825462102890015
0,19,0.669167697429657,0.5931196212768555,-0.422036737203598,0.9938088059425354
0,20,0.3184604346752167,0.592678427696228,-0.49656060338020325,0.9847841262817383
0,21,0.6596556901931763,0.5813858509063721,-0.3068249821662903,0.9913472533226013
0,22,0.3283378481864929,0.5822079181671143,-0.3769117593765259,0.9807959198951721
0,23,0.5951151847839355,0.5603832006454468,0.008712481707334518,0.999970555305481
0,24,0.4438100755214691,0.5603256225585938,-0.009370831772685051,0.999963641166687
0,25,0.6042193174362183,0.7381849884986877,0.008409653790295124,0.962089478969574
0,26,0.43798762559890747,0.7368494272232056,-0.04982280358672142,0.9471194744110107
0,27,0.5924028158187866,0.8965127468109131,0.3538729250431061,0.9505865573883057
